title,address,area,bedrooms,bathrooms,price,floors,street
"Bán nhà liền kề Lacasta Văn Phú- diện tích 75m2, giá nhỉnh 13 tỷ","Quận Hà Đông, Hà Nội",75 m2,5 PN,6 WC,13 tỷ 500 triệu,13,Văn Phú
"Bán nhà phố Bà triệu- Tô Hiệu, ngõ gần ô tô, 45m/5,5 tỷ","Quận Hà Đông, Hà Nội",45 m2,3 PN,3 WC,5 tỷ 500 triệu,5,Bà Triệu
"Vũ Văn Cẩn- Vạn Phúc, ô tô đỗ vào nhà nhỉnh 5 tỷ, nhà mới đủ nội thất","Quận Hà Đông, Hà Nội",35 m2,4 PN,5 WC,5 tỷ 800 triệu,5,Vạn Phúc
"Nhà liền kề Văn Phú - Phú La, 70-90m2 giá 9- 11 tỷ/ căn, đường to","Quận Hà Đông, Hà Nội",90 m2,4 PN,5 WC,9 tỷ 200 triệu,11,Văn Phú
"Bán nhà tại khu đô thị Văn Khê, 83m2 nhà 4 tầng vị trí trung tâm","Quận Hà Đông, Hà Nội",82 m2,5 PN,5 WC,10 tỷ 800 triệu,4,Văn Khê
"Bán nhà 5 tầng 48m văn la- Văn Phú 2 mặt tiền, doanh thu gần 300tr/năm","Quận Hà Đông, Hà Nội",46 m2,6 PN,6 WC,8 tỷ 200 triệu,5,Văn Phú
"Nhà Liền kề Mậu Lương- Kiến Hưng, 6 tầng/thang máy/ 4 ngủ/7,19 tỷ","Quận Hà Đông, Hà Nội",50 m2,4 PN,5 WC,7 tỷ 190 triệu,6,Kiến Hưng
"bán nhà 5 tầng 48m văn Phú- văn La, nhà 2 mặt tiền ô tô gần chợ Văn La","Quận Hà Đông, Hà Nội",48 m2,5 PN,5 WC,8 tỷ 200 triệu,5,Chợ
"siêu hiếm- nhà Nguyễn văn Lộc- giáp làng Việt Kiều, 5 tầng/ô tô đỗ sát","Quận Hà Đông, Hà Nội",36 m2,4 PN,5 WC,5 tỷ 950 triệu,5,Nguyễn Văn Lộc
"Bán nhà Vũ trọng khánh- Nguyễn Văn Trỗi, 5.9 tỷ/35m gần làng Việt Kiều","Quận Hà Đông, Hà Nội",35 m2,4 PN,4 WC,5 tỷ 950 triệu,9,Nguyễn Văn Trỗi
"Bán nhà 64m2/3 tầng/ 7,9 tỷ/ô tô vào nhà đất Dịch Vụ Văn Phú- Phú La","Quận Hà Đông, Hà Nội",64 m2,3 PN,4 WC,7 tỷ 900 triệu,3,Đất
"Nhà Liền kề Hàng Bè- Kiến Hưng, 6 tầng/thang máy/ 4 ngủ/7,7 tỷ","Quận Hà Đông, Hà Nội",55 m2,4 PN,5 WC,7 tỷ 700 triệu,6,Kiến Hưng
96m2 tầng 9 Chung Cư Booyoung Vina giá 4.95 tỷ,"Quận Hà Đông, Hà Nội",96 m2,3 PN,3 WC,4 tỷ 950 triệu,2,
"Chủ nhà cần tiền gấp, chưa tới 100 triệu/m2 vuông phố phan đình giót","Quận Hà Đông, Hà Nội",63 m2,2 PN,2 WC,6 tỷ 150 triệu,100,Phan Đình Giót
"Hoa hậu mặt phố cạnh Quang Trung, Hà Đông, 47m2, 6T, 12 tỷ. Kinh doanh","Quận Hà Đông, Hà Nội",47 m2,10 PN,10 WC,12 tỷ,6,Quang Trung
"Bán gấp liền kề Văn Phú, Hà Đông, 90m2, hướng đông nam, nhỉnh 16 tỷ","Quận Hà Đông, Hà Nội",90 m2,4 PN,5 WC,16 tỷ 300 triệu,16,Văn Phú
"Chính chủ cần bán gấp nhà Hà Đông, Nhà đẹp.","Quận Hà Đông, Hà Nội",46 m2,3 PN,3 WC,6 tỷ 800 triệu,,
"Bán liền kề Phú Lương lô góc đẹp, kinh doanh 70m2*5T giá chỉ 17 tỷ!","Quận Hà Đông, Hà Nội",70 m2,5 PN,5 WC,17 tỷ,5,Phú Lương
"Bán nhà Liền Kề Vạn Phúc xây mới cực đẹp 50m2*7T, thang máy giá 16 tỷ!","Quận Hà Đông, Hà Nội",50 m2,5 PN,6 WC,16 tỷ,7,Vạn Phúc
"Bán nhà lô góc kđt Văn Quán, kinh doanh, 70m2*5T giá chỉ 17 tỷ!","Quận Hà Đông, Hà Nội",70 m2,4 PN,5 WC,17 tỷ,5,Văn Quán
"Bán liền kề Văn Khê, full nội thất 85m2*5T, mt 5m giá chỉ 14.5 tỷ!","Quận Hà Đông, Hà Nội",85 m2,5 PN,5 WC,14 tỷ 500 triệu,5,Văn Khê
"Bán toà nhà Văn Phòng Kiến Hưng, vỉa hè, oto , 60m2*7T, giá 16.5 tỷ!","Quận Hà Đông, Hà Nội",60 m2,5 PN,6 WC,16 tỷ 500 triệu,7,Kiến Hưng
Bán nhà Mặt Phố Trần Phú kinh doanh ngày đêm 60m2*5T giá chỉ 12.8 tỷ!,"Quận Hà Đông, Hà Nội",60 m2,4 PN,4 WC,12 tỷ 800 triệu,5,Trần Phú
"Bán nhà lk Văn Khê, Hà Đông, vỉa hè oto tránh 50m2,6T giá chỉ 15,8 tỷ!","Quận Hà Đông, Hà Nội",50 m2,5 PN,6 WC,15 tỷ 800 triệu,6,Văn Khê
"Bán nhà liền kề Mậu Lương, vỉa hè, oto tránh 50m2*5T giá chỉ 8,7 tỷ!","Quận Hà Đông, Hà Nội",50 m2,4 PN,4 WC,8 tỷ 700 triệu,5,Mậu Lương
"Bán Đất Trần Phú, Văn Quán oto tránh,kinh doanh 65m2,mt 10m giá 12.9tỷ","Quận Hà Đông, Hà Nội",65 m2,1 PN,1 WC,12 tỷ 900 triệu,9,Đất
"Bán nhà gần Bưu Điện Hà Đông,oto đỗ gần 42m2*4T giá chỉ 6,7 tỷ!","Quận Hà Đông, Hà Nội",42 m2,4 PN,3 WC,6 tỷ 700 triệu,4,
"Bán nhà phố Cầu Đơ, mặt ngõ thông 50m2*5T giá chỉ 7.5 tỷ!","Quận Hà Đông, Hà Nội",50 m2,4 PN,4 WC,7 tỷ 500 triệu,5,
"Bán nhà Văn Phú, oto đỗ gần 35m2*4T giá chỉ 4,65 tỷ!","Quận Hà Đông, Hà Nội",35 m2,3 PN,3 WC,4 tỷ 650 triệu,4,Văn Phú
"Cần bán nhà phố Vạn Phúc, Hà Đông 33m2*5T, giá chỉ 4,3 tỷ!","Quận Hà Đông, Hà Nội",33 m2,3 PN,4 WC,4 tỷ 300 triệu,5,Vạn Phúc
"Bán nhà liền kề Mậu Lương, vỉa hè, oto tránh 50m2*5T giá chỉ 8,2 tỷ!","Quận Hà Đông, Hà Nội",50 m2,4 PN,4 WC,8 tỷ 200 triệu,5,Mậu Lương
"Bán nhà Mặt Phố Trần Đăng Ninh, oto kinh doanh 35m2*5T giá chỉ 8.5 tỷ!","Quận Hà Đông, Hà Nội",35 m2,4 PN,4 WC,8 tỷ 500 triệu,5,Trần Đăng Ninh
"Bán toà CCMN Hà Đông, oto đỗ cửa, 70m2,20pkk,dt 70tr/tháng giá 11 tỷ!","Quận Hà Đông, Hà Nội",70 m2,20 PN,20 WC,11 tỷ,70,
"Bán nhà Văn La, vỉa hè, oto tránh, kinh doanh 50m2*7T  giá 11.3 tỷ!","Quận Hà Đông, Hà Nội",50 m2,4 PN,5 WC,11 tỷ 300 triệu,7,
"Bán nhà  liền kề yên nghĩa, vỉa hè, oto tránh 50m2*4T giá chỉ 9,5 tỷ!","Quận Hà Đông, Hà Nội",50 m2,8 PN,4 WC,9 tỷ 500 triệu,4,Yên Nghĩa
"Bán nhà La Khê, ngõ rộng, oto đỗ gần 45m2*4T giá chỉ 6 tỷ!","Quận Hà Đông, Hà Nội",45 m2,4 PN,4 WC,6 tỷ,4,
"Bán nhà xây mới độc lập Quang Trung ngõ rộng, 50m2*5T giá chỉ 7,6 tỷ!","Quận Hà Đông, Hà Nội",50 m2,5 PN,5 WC,7 tỷ 600 triệu,5,Quang Trung
"Bán nhà Mậu Lương, 60m2*3T giá chỉ 4.9 tỷ!","Quận Hà Đông, Hà Nội",60 m2,3 PN,3 WC,4 tỷ 900 triệu,3,Mậu Lương
"Bán kiot xa la, kinh doanh mọi mặt hàng 40m2 giá chỉ 1,75 tỷ!","Quận Hà Đông, Hà Nội",40 m2,1 PN,1 WC,1 tỷ 750 triệu,75,Xa La
"Bán nhà Nguyễn Viết Xuân, oto đỗ cách 15m, 35m2*4T giá chỉ 5,8 tỷ!","Quận Hà Đông, Hà Nội",35 m2,4 PN,4 WC,5 tỷ 800 triệu,4,Nguyễn Viết Xuân
"Bán nhà Mặt Phố Quang Trung, vỉa hè, kinh doanh 105m2*5T giá 30 tỷ!","Quận Hà Đông, Hà Nội",105 m2,4 PN,4 WC,30 tỷ,5,Quang Trung
"Bán nhà La Khê xây mới cực đẹp, ngõ rộng, oto đỗ 46m2*4T giá 7.9 tỷ!","Quận Hà Đông, Hà Nội",46 m2,4 PN,4 WC,7 tỷ 900 triệu,4,
"Bán nhà Bế Văn Đàn, lô góc hai thoáng, oto đỗ 33m2*5T giá chỉ 6,5 tỷ!","Quận Hà Đông, Hà Nội",33 m2,3 PN,4 WC,6 tỷ 500 triệu,5,Bế Văn Đàn
